ym,category,role,cases_pending
2025-04,Immigration,Other,23
2025-05,Immigration,Other,22
2025-06,Immigration,Other,23
2025-07,Immigration,Other,23
2025-08,Immigration,Other,25
2025-09,Immigration,Other,28
2025-10,Immigration,Other,31
2025-11,Immigration,Other,39
2025-12,Immigration,Other,47
2026-01,Immigration,Other,63
2026-02,Immigration,Other,73
2026-03,Immigration,Other,98
2026-04,Immigration,Other,134
2026-05,Immigration,Other,190
2026-06,Immigration,Other,233
2026-07,Immigration,Other,261
1994-10,Prisoner Litigation,Other,177
1994-11,Prisoner Litigation,Other,178
1994-12,Prisoner Litigation,Other,177
1995-01,Prisoner Litigation,Other,187
1995-02,Prisoner Litigation,Other,197
1995-03,Prisoner Litigation,Other,208
1995-04,Prisoner Litigation,Other,219
1995-05,Prisoner Litigation,Other,219
1995-06,Prisoner Litigation,Other,229
1995-07,Prisoner Litigation,Other,240
1995-08,Prisoner Litigation,Other,258
1995-09,Prisoner Litigation,Other,271
1995-10,Prisoner Litigation,Other,274
1995-11,Prisoner Litigation,Other,286
1995-12,Prisoner Litigation,Other,296
1996-01,Prisoner Litigation,Other,321
1996-02,Prisoner Litigation,Other,337
1996-03,Prisoner Litigation,Other,365
1996-04,Prisoner Litigation,Other,369
1996-05,Prisoner Litigation,Other,377
1996-06,Prisoner Litigation,Other,391
1996-07,Prisoner Litigation,Other,395
1996-08,Prisoner Litigation,Other,399
1996-09,Prisoner Litigation,Other,398
1996-10,Prisoner Litigation,Other,409
1996-11,Prisoner Litigation,Other,435
1996-12,Prisoner Litigation,Other,454
1997-01,Prisoner Litigation,Other,453
1997-02,Prisoner Litigation,Other,448
1997-03,Prisoner Litigation,Other,461
1997-04,Prisoner Litigation,Other,542
1997-05,Prisoner Litigation,Other,570
1997-06,Prisoner Litigation,Other,569
1997-07,Prisoner Litigation,Other,571
1997-08,Prisoner Litigation,Other,566
1997-09,Prisoner Litigation,Other,558
1997-10,Prisoner Litigation,Other,563
1997-11,Prisoner Litigation,Other,543
1997-12,Prisoner Litigation,Other,537
1998-01,Prisoner Litigation,Other,523
1998-02,Prisoner Litigation,Other,517
1998-03,Prisoner Litigation,Other,495
1998-04,Prisoner Litigation,Other,466
1998-05,Prisoner Litigation,Other,451
1998-06,Prisoner Litigation,Other,446
1998-07,Prisoner Litigation,Other,431
1998-08,Prisoner Litigation,Other,443
1998-09,Prisoner Litigation,Other,428
1998-10,Prisoner Litigation,Other,430
1998-11,Prisoner Litigation,Other,424
1998-12,Prisoner Litigation,Other,418
1999-01,Prisoner Litigation,Other,422
1999-02,Prisoner Litigation,Other,422
1999-03,Prisoner Litigation,Other,440
1999-04,Prisoner Litigation,Other,438
1999-05,Prisoner Litigation,Other,442
1999-06,Prisoner Litigation,Other,428
1999-07,Prisoner Litigation,Other,424
1999-08,Prisoner Litigation,Other,408
1999-09,Prisoner Litigation,Other,429
1999-10,Prisoner Litigation,Other,444
1999-11,Prisoner Litigation,Other,441
1999-12,Prisoner Litigation,Other,437
2000-01,Prisoner Litigation,Other,451
2000-02,Prisoner Litigation,Other,449
2000-03,Prisoner Litigation,Other,447
2000-04,Prisoner Litigation,Other,460
2000-05,Prisoner Litigation,Other,462
2000-06,Prisoner Litigation,Other,454
2000-07,Prisoner Litigation,Other,462
2000-08,Prisoner Litigation,Other,491
2000-09,Prisoner Litigation,Other,500
2000-10,Prisoner Litigation,Other,518
2000-11,Prisoner Litigation,Other,521
2000-12,Prisoner Litigation,Other,537
2001-01,Prisoner Litigation,Other,539
2001-02,Prisoner Litigation,Other,548
2001-03,Prisoner Litigation,Other,563
2001-04,Prisoner Litigation,Other,587
2001-05,Prisoner Litigation,Other,606
2001-06,Prisoner Litigation,Other,674
2001-07,Prisoner Litigation,Other,676
2001-08,Prisoner Litigation,Other,647
2001-09,Prisoner Litigation,Other,643
2001-10,Prisoner Litigation,Other,651
2001-11,Prisoner Litigation,Other,638
2001-12,Prisoner Litigation,Other,619
2002-01,Prisoner Litigation,Other,640
2002-02,Prisoner Litigation,Other,648
2002-03,Prisoner Litigation,Other,642
2002-04,Prisoner Litigation,Other,630
2002-05,Prisoner Litigation,Other,614
2002-06,Prisoner Litigation,Other,620
2002-07,Prisoner Litigation,Other,616
2002-08,Prisoner Litigation,Other,606
2002-09,Prisoner Litigation,Other,602
2002-10,Prisoner Litigation,Other,566
2002-11,Prisoner Litigation,Other,561
2002-12,Prisoner Litigation,Other,556
2003-01,Prisoner Litigation,Other,558
2003-02,Prisoner Litigation,Other,553
2003-03,Prisoner Litigation,Other,555
2003-04,Prisoner Litigation,Other,532
2003-05,Prisoner Litigation,Other,528
2003-06,Prisoner Litigation,Other,514
2003-07,Prisoner Litigation,Other,517
2003-08,Prisoner Litigation,Other,504
2003-09,Prisoner Litigation,Other,509
2003-10,Prisoner Litigation,Other,515
2003-11,Prisoner Litigation,Other,513
2003-12,Prisoner Litigation,Other,518
2004-01,Prisoner Litigation,Other,549
2004-02,Prisoner Litigation,Other,527
2004-03,Prisoner Litigation,Other,527
2004-04,Prisoner Litigation,Other,530
2004-05,Prisoner Litigation,Other,544
2004-06,Prisoner Litigation,Other,553
2004-07,Prisoner Litigation,Other,576
2004-08,Prisoner Litigation,Other,631
2004-09,Prisoner Litigation,Other,674
2004-10,Prisoner Litigation,Other,710
2004-11,Prisoner Litigation,Other,730
2004-12,Prisoner Litigation,Other,750
2005-01,Prisoner Litigation,Other,769
2005-02,Prisoner Litigation,Other,794
2005-03,Prisoner Litigation,Other,834
2005-04,Prisoner Litigation,Other,851
2005-05,Prisoner Litigation,Other,862
2005-06,Prisoner Litigation,Other,876
2005-07,Prisoner Litigation,Other,859
2005-08,Prisoner Litigation,Other,866
2005-09,Prisoner Litigation,Other,871
2005-10,Prisoner Litigation,Other,824
2005-11,Prisoner Litigation,Other,820
2005-12,Prisoner Litigation,Other,837
2006-01,Prisoner Litigation,Other,910
2006-02,Prisoner Litigation,Other,878
2006-03,Prisoner Litigation,Other,835
2006-04,Prisoner Litigation,Other,784
2006-05,Prisoner Litigation,Other,781
2006-06,Prisoner Litigation,Other,775
2006-07,Prisoner Litigation,Other,758
2006-08,Prisoner Litigation,Other,716
2006-09,Prisoner Litigation,Other,682
2006-10,Prisoner Litigation,Other,684
2006-11,Prisoner Litigation,Other,685
2006-12,Prisoner Litigation,Other,687
2007-01,Prisoner Litigation,Other,681
2007-02,Prisoner Litigation,Other,693
2007-03,Prisoner Litigation,Other,663
2007-04,Prisoner Litigation,Other,658
2007-05,Prisoner Litigation,Other,655
2007-06,Prisoner Litigation,Other,636
2007-07,Prisoner Litigation,Other,633
2007-08,Prisoner Litigation,Other,636
2007-09,Prisoner Litigation,Other,664
2007-10,Prisoner Litigation,Other,689
2007-11,Prisoner Litigation,Other,697
2007-12,Prisoner Litigation,Other,715
2008-01,Prisoner Litigation,Other,734
2008-02,Prisoner Litigation,Other,734
2008-03,Prisoner Litigation,Other,748
2008-04,Prisoner Litigation,Other,733
2008-05,Prisoner Litigation,Other,735
2008-06,Prisoner Litigation,Other,727
2008-07,Prisoner Litigation,Other,712
2008-08,Prisoner Litigation,Other,690
2008-09,Prisoner Litigation,Other,690
2008-10,Prisoner Litigation,Other,674
2008-11,Prisoner Litigation,Other,669
2008-12,Prisoner Litigation,Other,663
2009-01,Prisoner Litigation,Other,645
2009-02,Prisoner Litigation,Other,645
2009-03,Prisoner Litigation,Other,657
2009-04,Prisoner Litigation,Other,658
2009-05,Prisoner Litigation,Other,656
2009-06,Prisoner Litigation,Other,664
2009-07,Prisoner Litigation,Other,650
2009-08,Prisoner Litigation,Other,657
2009-09,Prisoner Litigation,Other,655
2009-10,Prisoner Litigation,Other,646
2009-11,Prisoner Litigation,Other,650
2009-12,Prisoner Litigation,Other,661
2010-01,Prisoner Litigation,Other,670
2010-02,Prisoner Litigation,Other,657
2010-03,Prisoner Litigation,Other,661
2010-04,Prisoner Litigation,Other,673
2010-05,Prisoner Litigation,Other,683
2010-06,Prisoner Litigation,Other,701
2010-07,Prisoner Litigation,Other,712
2010-08,Prisoner Litigation,Other,719
2010-09,Prisoner Litigation,Other,720
2010-10,Prisoner Litigation,Other,717
2010-11,Prisoner Litigation,Other,748
2010-12,Prisoner Litigation,Other,765
2011-01,Prisoner Litigation,Other,767
2011-02,Prisoner Litigation,Other,776
2011-03,Prisoner Litigation,Other,760
2011-04,Prisoner Litigation,Other,745
2011-05,Prisoner Litigation,Other,725
2011-06,Prisoner Litigation,Other,718
2011-07,Prisoner Litigation,Other,733
2011-08,Prisoner Litigation,Other,764
2011-09,Prisoner Litigation,Other,781
2011-10,Prisoner Litigation,Other,823
2011-11,Prisoner Litigation,Other,869
2011-12,Prisoner Litigation,Other,881
2012-01,Prisoner Litigation,Other,868
2012-02,Prisoner Litigation,Other,838
2012-03,Prisoner Litigation,Other,841
2012-04,Prisoner Litigation,Other,833
2012-05,Prisoner Litigation,Other,828
2012-06,Prisoner Litigation,Other,856
2012-07,Prisoner Litigation,Other,846
2012-08,Prisoner Litigation,Other,834
2012-09,Prisoner Litigation,Other,833
2012-10,Prisoner Litigation,Other,819
2012-11,Prisoner Litigation,Other,811
2012-12,Prisoner Litigation,Other,800
2013-01,Prisoner Litigation,Other,796
2013-02,Prisoner Litigation,Other,796
2013-03,Prisoner Litigation,Other,814
2013-04,Prisoner Litigation,Other,816
2013-05,Prisoner Litigation,Other,790
2013-06,Prisoner Litigation,Other,775
2013-07,Prisoner Litigation,Other,774
2013-08,Prisoner Litigation,Other,766
2013-09,Prisoner Litigation,Other,793
2013-10,Prisoner Litigation,Other,803
2013-11,Prisoner Litigation,Other,821
2013-12,Prisoner Litigation,Other,799
2014-01,Prisoner Litigation,Other,814
2014-02,Prisoner Litigation,Other,792
2014-03,Prisoner Litigation,Other,810
2014-04,Prisoner Litigation,Other,799
2014-05,Prisoner Litigation,Other,794
2014-06,Prisoner Litigation,Other,795
2014-07,Prisoner Litigation,Other,794
2014-08,Prisoner Litigation,Other,785
2014-09,Prisoner Litigation,Other,789
2014-10,Prisoner Litigation,Other,816
2014-11,Prisoner Litigation,Other,925
2014-12,Prisoner Litigation,Other,930
2015-01,Prisoner Litigation,Other,939
2015-02,Prisoner Litigation,Other,991
2015-03,Prisoner Litigation,Other,1008
2015-04,Prisoner Litigation,Other,1011
2015-05,Prisoner Litigation,Other,1014
2015-06,Prisoner Litigation,Other,1036
2015-07,Prisoner Litigation,Other,1054
2015-08,Prisoner Litigation,Other,1091
2015-09,Prisoner Litigation,Other,1138
2015-10,Prisoner Litigation,Other,1101
2015-11,Prisoner Litigation,Other,1088
2015-12,Prisoner Litigation,Other,1080
2016-01,Prisoner Litigation,Other,1079
2016-02,Prisoner Litigation,Other,1069
2016-03,Prisoner Litigation,Other,1063
2016-04,Prisoner Litigation,Other,1068
2016-05,Prisoner Litigation,Other,1268
2016-06,Prisoner Litigation,Other,1982
2016-07,Prisoner Litigation,Other,1956
2016-08,Prisoner Litigation,Other,1919
2016-09,Prisoner Litigation,Other,1817
2016-10,Prisoner Litigation,Other,1721
2016-11,Prisoner Litigation,Other,1681
2016-12,Prisoner Litigation,Other,1638
2017-01,Prisoner Litigation,Other,1584
2017-02,Prisoner Litigation,Other,1562
2017-03,Prisoner Litigation,Other,1461
2017-04,Prisoner Litigation,Other,1402
2017-05,Prisoner Litigation,Other,1349
2017-06,Prisoner Litigation,Other,1331
2017-07,Prisoner Litigation,Other,1301
2017-08,Prisoner Litigation,Other,1258
2017-09,Prisoner Litigation,Other,1206
2017-10,Prisoner Litigation,Other,1180
2017-11,Prisoner Litigation,Other,1136
2017-12,Prisoner Litigation,Other,1135
2018-01,Prisoner Litigation,Other,1127
2018-02,Prisoner Litigation,Other,1114
2018-03,Prisoner Litigation,Other,1107
2018-04,Prisoner Litigation,Other,1106
2018-05,Prisoner Litigation,Other,1106
2018-06,Prisoner Litigation,Other,1093
2018-07,Prisoner Litigation,Other,1089
2018-08,Prisoner Litigation,Other,1101
2018-09,Prisoner Litigation,Other,1091
2018-10,Prisoner Litigation,Other,1077
2018-11,Prisoner Litigation,Other,1085
2018-12,Prisoner Litigation,Other,1072
2019-01,Prisoner Litigation,Other,1084
2019-02,Prisoner Litigation,Other,1066
2019-03,Prisoner Litigation,Other,1047
2019-04,Prisoner Litigation,Other,1069
2019-05,Prisoner Litigation,Other,1081
2019-06,Prisoner Litigation,Other,1081
2019-07,Prisoner Litigation,Other,1121
2019-08,Prisoner Litigation,Other,1126
2019-09,Prisoner Litigation,Other,1102
2019-10,Prisoner Litigation,Other,1110
2019-11,Prisoner Litigation,Other,1116
2019-12,Prisoner Litigation,Other,1128
2020-01,Prisoner Litigation,Other,1130
2020-02,Prisoner Litigation,Other,1122
2020-03,Prisoner Litigation,Other,1139
2020-04,Prisoner Litigation,Other,1196
2020-05,Prisoner Litigation,Other,1250
2020-06,Prisoner Litigation,Other,1324
2020-07,Prisoner Litigation,Other,1314
2020-08,Prisoner Litigation,Other,1294
2020-09,Prisoner Litigation,Other,1281
2020-10,Prisoner Litigation,Other,1276
2020-11,Prisoner Litigation,Other,1256
2020-12,Prisoner Litigation,Other,1240
2021-01,Prisoner Litigation,Other,1250
2021-02,Prisoner Litigation,Other,1236
2021-03,Prisoner Litigation,Other,1179
2021-04,Prisoner Litigation,Other,1148
2021-05,Prisoner Litigation,Other,1133
2021-06,Prisoner Litigation,Other,1101
2021-07,Prisoner Litigation,Other,1081
2021-08,Prisoner Litigation,Other,1050
2021-09,Prisoner Litigation,Other,1038
2021-10,Prisoner Litigation,Other,1001
2021-11,Prisoner Litigation,Other,973
2021-12,Prisoner Litigation,Other,947
2022-01,Prisoner Litigation,Other,917
2022-02,Prisoner Litigation,Other,892
2022-03,Prisoner Litigation,Other,835
2022-04,Prisoner Litigation,Other,821
2022-05,Prisoner Litigation,Other,780
2022-06,Prisoner Litigation,Other,755
2022-07,Prisoner Litigation,Other,758
2022-08,Prisoner Litigation,Other,749
2022-09,Prisoner Litigation,Other,740
2022-10,Prisoner Litigation,Other,734
2022-11,Prisoner Litigation,Other,733
2022-12,Prisoner Litigation,Other,723
2023-01,Prisoner Litigation,Other,730
2023-02,Prisoner Litigation,Other,722
2023-03,Prisoner Litigation,Other,714
2023-04,Prisoner Litigation,Other,705
2023-05,Prisoner Litigation,Other,692
2023-06,Prisoner Litigation,Other,690
2023-07,Prisoner Litigation,Other,662
2023-08,Prisoner Litigation,Other,622
2023-09,Prisoner Litigation,Other,618
2023-10,Prisoner Litigation,Other,600
2023-11,Prisoner Litigation,Other,598
2023-12,Prisoner Litigation,Other,598
2024-01,Prisoner Litigation,Other,632
2024-02,Prisoner Litigation,Other,628
2024-03,Prisoner Litigation,Other,626
2024-04,Prisoner Litigation,Other,602
2024-05,Prisoner Litigation,Other,601
2024-06,Prisoner Litigation,Other,594
2024-07,Prisoner Litigation,Other,586
2024-08,Prisoner Litigation,Other,578
2024-09,Prisoner Litigation,Other,572
2024-10,Prisoner Litigation,Other,551
2024-11,Prisoner Litigation,Other,552
2024-12,Prisoner Litigation,Other,553
2025-01,Prisoner Litigation,Other,544
2025-02,Prisoner Litigation,Other,549
2025-03,Prisoner Litigation,Other,537
2025-04,Prisoner Litigation,Other,540
2025-05,Prisoner Litigation,Other,543
2025-06,Prisoner Litigation,Other,522
2025-07,Prisoner Litigation,Other,532
2025-08,Prisoner Litigation,Other,522
2025-09,Prisoner Litigation,Other,508
2025-10,Prisoner Litigation,Other,505
2025-11,Prisoner Litigation,Other,481
2025-12,Prisoner Litigation,Other,490
2026-01,Prisoner Litigation,Other,499
2026-02,Prisoner Litigation,Other,495
2026-03,Prisoner Litigation,Other,495
2026-04,Prisoner Litigation,Other,497
2026-05,Prisoner Litigation,Other,499
2026-06,Prisoner Litigation,Other,510
2026-07,Prisoner Litigation,Other,499
1994-10,Program Litigation,Other,870
1994-11,Program Litigation,Other,895
1994-12,Program Litigation,Other,872
1995-01,Program Litigation,Other,889
1995-02,Program Litigation,Other,889
1995-03,Program Litigation,Other,913
1995-04,Program Litigation,Other,922
1995-05,Program Litigation,Other,937
1995-06,Program Litigation,Other,927
1995-07,Program Litigation,Other,948
1995-08,Program Litigation,Other,981
1995-09,Program Litigation,Other,952
1995-10,Program Litigation,Other,970
1995-11,Program Litigation,Other,955
1995-12,Program Litigation,Other,962
1996-01,Program Litigation,Other,1009
1996-02,Program Litigation,Other,1054
1996-03,Program Litigation,Other,1094
1996-04,Program Litigation,Other,1124
1996-05,Program Litigation,Other,1159
1996-06,Program Litigation,Other,1039
1996-07,Program Litigation,Other,1065
1996-08,Program Litigation,Other,1079
1996-09,Program Litigation,Other,1148
1996-10,Program Litigation,Other,1164
1996-11,Program Litigation,Other,1038
1996-12,Program Litigation,Other,992
1997-01,Program Litigation,Other,1011
1997-02,Program Litigation,Other,1012
1997-03,Program Litigation,Other,1030
1997-04,Program Litigation,Other,1035
1997-05,Program Litigation,Other,1008
1997-06,Program Litigation,Other,993
1997-07,Program Litigation,Other,959
1997-08,Program Litigation,Other,940
1997-09,Program Litigation,Other,924
1997-10,Program Litigation,Other,930
1997-11,Program Litigation,Other,943
1997-12,Program Litigation,Other,954
1998-01,Program Litigation,Other,989
1998-02,Program Litigation,Other,984
1998-03,Program Litigation,Other,979
1998-04,Program Litigation,Other,997
1998-05,Program Litigation,Other,1021
1998-06,Program Litigation,Other,1029
1998-07,Program Litigation,Other,1009
1998-08,Program Litigation,Other,1014
1998-09,Program Litigation,Other,993
1998-10,Program Litigation,Other,998
1998-11,Program Litigation,Other,974
1998-12,Program Litigation,Other,974
1999-01,Program Litigation,Other,998
1999-02,Program Litigation,Other,971
1999-03,Program Litigation,Other,988
1999-04,Program Litigation,Other,989
1999-05,Program Litigation,Other,991
1999-06,Program Litigation,Other,1010
1999-07,Program Litigation,Other,982
1999-08,Program Litigation,Other,979
1999-09,Program Litigation,Other,946
1999-10,Program Litigation,Other,945
1999-11,Program Litigation,Other,939
1999-12,Program Litigation,Other,943
2000-01,Program Litigation,Other,955
2000-02,Program Litigation,Other,950
2000-03,Program Litigation,Other,926
2000-04,Program Litigation,Other,946
2000-05,Program Litigation,Other,968
2000-06,Program Litigation,Other,980
2000-07,Program Litigation,Other,980
2000-08,Program Litigation,Other,997
2000-09,Program Litigation,Other,1014
2000-10,Program Litigation,Other,999
2000-11,Program Litigation,Other,991
2000-12,Program Litigation,Other,990
2001-01,Program Litigation,Other,1004
2001-02,Program Litigation,Other,1003
2001-03,Program Litigation,Other,999
2001-04,Program Litigation,Other,998
2001-05,Program Litigation,Other,985
2001-06,Program Litigation,Other,1002
2001-07,Program Litigation,Other,1009
2001-08,Program Litigation,Other,1005
2001-09,Program Litigation,Other,1005
2001-10,Program Litigation,Other,1009
2001-11,Program Litigation,Other,1004
2001-12,Program Litigation,Other,1020
2002-01,Program Litigation,Other,1046
2002-02,Program Litigation,Other,1030
2002-03,Program Litigation,Other,1026
2002-04,Program Litigation,Other,1012
2002-05,Program Litigation,Other,984
2002-06,Program Litigation,Other,981
2002-07,Program Litigation,Other,976
2002-08,Program Litigation,Other,973
2002-09,Program Litigation,Other,951
2002-10,Program Litigation,Other,952
2002-11,Program Litigation,Other,937
2002-12,Program Litigation,Other,944
2003-01,Program Litigation,Other,992
2003-02,Program Litigation,Other,1023
2003-03,Program Litigation,Other,1035
2003-04,Program Litigation,Other,1023
2003-05,Program Litigation,Other,1043
2003-06,Program Litigation,Other,1020
2003-07,Program Litigation,Other,1046
2003-08,Program Litigation,Other,1021
2003-09,Program Litigation,Other,995
2003-10,Program Litigation,Other,1001
2003-11,Program Litigation,Other,983
2003-12,Program Litigation,Other,983
2004-01,Program Litigation,Other,1044
2004-02,Program Litigation,Other,1013
2004-03,Program Litigation,Other,984
2004-04,Program Litigation,Other,985
2004-05,Program Litigation,Other,999
2004-06,Program Litigation,Other,1000
2004-07,Program Litigation,Other,1022
2004-08,Program Litigation,Other,1005
2004-09,Program Litigation,Other,971
2004-10,Program Litigation,Other,989
2004-11,Program Litigation,Other,986
2004-12,Program Litigation,Other,1003
2005-01,Program Litigation,Other,1040
2005-02,Program Litigation,Other,1038
