ym,category,reason,declined
2011-12,ALL,Defendant Unavailable,182
2012-01,ALL,Defendant Unavailable,72
2012-02,ALL,Defendant Unavailable,59
2012-03,ALL,Defendant Unavailable,166
2012-04,ALL,Defendant Unavailable,87
2012-05,ALL,Defendant Unavailable,54
2012-06,ALL,Defendant Unavailable,54
2012-07,ALL,Defendant Unavailable,67
2012-08,ALL,Defendant Unavailable,66
2012-09,ALL,Defendant Unavailable,76
2012-10,ALL,Defendant Unavailable,98
2012-11,ALL,Defendant Unavailable,53
2012-12,ALL,Defendant Unavailable,66
2013-01,ALL,Defendant Unavailable,46
2013-02,ALL,Defendant Unavailable,54
2013-03,ALL,Defendant Unavailable,117
2013-04,ALL,Defendant Unavailable,104
2013-05,ALL,Defendant Unavailable,61
2013-06,ALL,Defendant Unavailable,80
2013-07,ALL,Defendant Unavailable,64
2013-08,ALL,Defendant Unavailable,61
2013-09,ALL,Defendant Unavailable,129
2013-10,ALL,Defendant Unavailable,45
2013-11,ALL,Defendant Unavailable,25
2013-12,ALL,Defendant Unavailable,26
2014-01,ALL,Defendant Unavailable,24
2014-02,ALL,Defendant Unavailable,31
2014-03,ALL,Defendant Unavailable,77
2014-04,ALL,Defendant Unavailable,37
2014-05,ALL,Defendant Unavailable,25
2014-06,ALL,Defendant Unavailable,32
2014-07,ALL,Defendant Unavailable,38
2014-08,ALL,Defendant Unavailable,27
2014-09,ALL,Defendant Unavailable,48
2014-10,ALL,Defendant Unavailable,24
2014-11,ALL,Defendant Unavailable,24
2014-12,ALL,Defendant Unavailable,24
2015-01,ALL,Defendant Unavailable,36
2015-02,ALL,Defendant Unavailable,23
2015-03,ALL,Defendant Unavailable,35
2015-04,ALL,Defendant Unavailable,44
2015-05,ALL,Defendant Unavailable,19
2015-06,ALL,Defendant Unavailable,24
2015-07,ALL,Defendant Unavailable,31
2015-08,ALL,Defendant Unavailable,29
2015-09,ALL,Defendant Unavailable,35
2015-10,ALL,Defendant Unavailable,42
2015-11,ALL,Defendant Unavailable,24
2015-12,ALL,Defendant Unavailable,19
2016-01,ALL,Defendant Unavailable,18
2016-02,ALL,Defendant Unavailable,28
2016-03,ALL,Defendant Unavailable,30
2016-04,ALL,Defendant Unavailable,18
2016-05,ALL,Defendant Unavailable,25
2016-06,ALL,Defendant Unavailable,20
2016-07,ALL,Defendant Unavailable,33
2016-08,ALL,Defendant Unavailable,26
2016-09,ALL,Defendant Unavailable,39
2016-10,ALL,Defendant Unavailable,31
2016-11,ALL,Defendant Unavailable,18
2016-12,ALL,Defendant Unavailable,12
2017-01,ALL,Defendant Unavailable,21
2017-02,ALL,Defendant Unavailable,29
2017-03,ALL,Defendant Unavailable,58
2017-04,ALL,Defendant Unavailable,30
2017-05,ALL,Defendant Unavailable,32
2017-06,ALL,Defendant Unavailable,35
2017-07,ALL,Defendant Unavailable,21
2017-08,ALL,Defendant Unavailable,28
2017-09,ALL,Defendant Unavailable,41
2017-10,ALL,Defendant Unavailable,22
2017-11,ALL,Defendant Unavailable,21
2017-12,ALL,Defendant Unavailable,18
2018-01,ALL,Defendant Unavailable,23
2018-02,ALL,Defendant Unavailable,31
2018-03,ALL,Defendant Unavailable,45
2018-04,ALL,Defendant Unavailable,33
2018-05,ALL,Defendant Unavailable,32
2018-06,ALL,Defendant Unavailable,39
2018-07,ALL,Defendant Unavailable,35
2018-08,ALL,Defendant Unavailable,25
2018-09,ALL,Defendant Unavailable,52
2018-10,ALL,Defendant Unavailable,42
2018-11,ALL,Defendant Unavailable,25
2018-12,ALL,Defendant Unavailable,23
2019-01,ALL,Defendant Unavailable,19
2019-02,ALL,Defendant Unavailable,37
2019-03,ALL,Defendant Unavailable,54
2019-04,ALL,Defendant Unavailable,42
2019-05,ALL,Defendant Unavailable,34
2019-06,ALL,Defendant Unavailable,33
2019-07,ALL,Defendant Unavailable,38
2019-08,ALL,Defendant Unavailable,35
2019-09,ALL,Defendant Unavailable,68
2019-10,ALL,Defendant Unavailable,23
2019-11,ALL,Defendant Unavailable,29
2019-12,ALL,Defendant Unavailable,17
2020-01,ALL,Defendant Unavailable,40
2020-02,ALL,Defendant Unavailable,41
2020-03,ALL,Defendant Unavailable,32
2020-04,ALL,Defendant Unavailable,27
2020-05,ALL,Defendant Unavailable,13
2020-06,ALL,Defendant Unavailable,26
2020-07,ALL,Defendant Unavailable,21
2020-08,ALL,Defendant Unavailable,20
2020-09,ALL,Defendant Unavailable,67
2020-10,ALL,Defendant Unavailable,21
2020-11,ALL,Defendant Unavailable,22
2020-12,ALL,Defendant Unavailable,26
2021-01,ALL,Defendant Unavailable,25
2021-02,ALL,Defendant Unavailable,53
2021-03,ALL,Defendant Unavailable,52
2021-04,ALL,Defendant Unavailable,25
2021-05,ALL,Defendant Unavailable,19
2021-06,ALL,Defendant Unavailable,27
2021-07,ALL,Defendant Unavailable,29
2021-08,ALL,Defendant Unavailable,38
2021-09,ALL,Defendant Unavailable,70
2021-10,ALL,Defendant Unavailable,23
2021-11,ALL,Defendant Unavailable,23
2021-12,ALL,Defendant Unavailable,23
2022-01,ALL,Defendant Unavailable,31
2022-02,ALL,Defendant Unavailable,36
2022-03,ALL,Defendant Unavailable,51
2022-04,ALL,Defendant Unavailable,34
2022-05,ALL,Defendant Unavailable,25
2022-06,ALL,Defendant Unavailable,27
2022-07,ALL,Defendant Unavailable,37
2022-08,ALL,Defendant Unavailable,33
2022-09,ALL,Defendant Unavailable,75
2022-10,ALL,Defendant Unavailable,34
2022-11,ALL,Defendant Unavailable,27
2022-12,ALL,Defendant Unavailable,28
2023-01,ALL,Defendant Unavailable,28
2023-02,ALL,Defendant Unavailable,52
2023-03,ALL,Defendant Unavailable,71
2023-04,ALL,Defendant Unavailable,34
2023-05,ALL,Defendant Unavailable,29
2023-06,ALL,Defendant Unavailable,25
2023-07,ALL,Defendant Unavailable,21
2023-08,ALL,Defendant Unavailable,46
2023-09,ALL,Defendant Unavailable,66
2023-10,ALL,Defendant Unavailable,22
2023-11,ALL,Defendant Unavailable,25
2023-12,ALL,Defendant Unavailable,12
2024-01,ALL,Defendant Unavailable,34
2024-02,ALL,Defendant Unavailable,43
2024-03,ALL,Defendant Unavailable,38
2024-04,ALL,Defendant Unavailable,39
2024-05,ALL,Defendant Unavailable,32
2024-06,ALL,Defendant Unavailable,25
2024-07,ALL,Defendant Unavailable,40
2024-08,ALL,Defendant Unavailable,34
2024-09,ALL,Defendant Unavailable,63
2024-10,ALL,Defendant Unavailable,30
2024-11,ALL,Defendant Unavailable,15
2024-12,ALL,Defendant Unavailable,32
2025-01,ALL,Defendant Unavailable,40
2025-02,ALL,Defendant Unavailable,137
2025-03,ALL,Defendant Unavailable,69
2025-04,ALL,Defendant Unavailable,35
2025-05,ALL,Defendant Unavailable,42
2025-06,ALL,Defendant Unavailable,32
2025-07,ALL,Defendant Unavailable,35
2025-08,ALL,Defendant Unavailable,45
2025-09,ALL,Defendant Unavailable,90
2025-10,ALL,Defendant Unavailable,27
2025-11,ALL,Defendant Unavailable,28
2025-12,ALL,Defendant Unavailable,21
2026-01,ALL,Defendant Unavailable,30
2026-02,ALL,Defendant Unavailable,38
2026-03,ALL,Defendant Unavailable,76
2026-04,ALL,Defendant Unavailable,30
2026-05,ALL,Defendant Unavailable,33
2026-06,ALL,Defendant Unavailable,33
2026-07,ALL,Defendant Unavailable,40
1994-10,ALL,Insufficient Evidence,709
1994-11,ALL,Insufficient Evidence,624
1994-12,ALL,Insufficient Evidence,642
1995-01,ALL,Insufficient Evidence,833
1995-02,ALL,Insufficient Evidence,784
1995-03,ALL,Insufficient Evidence,970
1995-04,ALL,Insufficient Evidence,755
1995-05,ALL,Insufficient Evidence,752
1995-06,ALL,Insufficient Evidence,862
1995-07,ALL,Insufficient Evidence,751
1995-08,ALL,Insufficient Evidence,846
1995-09,ALL,Insufficient Evidence,1025
1995-10,ALL,Insufficient Evidence,813
1995-11,ALL,Insufficient Evidence,620
1995-12,ALL,Insufficient Evidence,686
1996-01,ALL,Insufficient Evidence,738
1996-02,ALL,Insufficient Evidence,707
1996-03,ALL,Insufficient Evidence,814
1996-04,ALL,Insufficient Evidence,877
1996-05,ALL,Insufficient Evidence,852
1996-06,ALL,Insufficient Evidence,1452
1996-07,ALL,Insufficient Evidence,798
1996-08,ALL,Insufficient Evidence,621
1996-09,ALL,Insufficient Evidence,753
1996-10,ALL,Insufficient Evidence,695
1996-11,ALL,Insufficient Evidence,480
1996-12,ALL,Insufficient Evidence,761
1997-01,ALL,Insufficient Evidence,1039
1997-02,ALL,Insufficient Evidence,781
1997-03,ALL,Insufficient Evidence,740
1997-04,ALL,Insufficient Evidence,634
1997-05,ALL,Insufficient Evidence,694
1997-06,ALL,Insufficient Evidence,737
1997-07,ALL,Insufficient Evidence,925
1997-08,ALL,Insufficient Evidence,713
1997-09,ALL,Insufficient Evidence,736
1997-10,ALL,Insufficient Evidence,761
1997-11,ALL,Insufficient Evidence,499
1997-12,ALL,Insufficient Evidence,453
1998-01,ALL,Insufficient Evidence,717
1998-02,ALL,Insufficient Evidence,949
1998-03,ALL,Insufficient Evidence,723
1998-04,ALL,Insufficient Evidence,676
1998-05,ALL,Insufficient Evidence,605
1998-06,ALL,Insufficient Evidence,754
1998-07,ALL,Insufficient Evidence,755
1998-08,ALL,Insufficient Evidence,783
1998-09,ALL,Insufficient Evidence,1238
1998-10,ALL,Insufficient Evidence,900
1998-11,ALL,Insufficient Evidence,569
1998-12,ALL,Insufficient Evidence,553
1999-01,ALL,Insufficient Evidence,806
1999-02,ALL,Insufficient Evidence,723
1999-03,ALL,Insufficient Evidence,858
1999-04,ALL,Insufficient Evidence,825
1999-05,ALL,Insufficient Evidence,737
1999-06,ALL,Insufficient Evidence,853
1999-07,ALL,Insufficient Evidence,956
1999-08,ALL,Insufficient Evidence,899
1999-09,ALL,Insufficient Evidence,661
1999-10,ALL,Insufficient Evidence,640
1999-11,ALL,Insufficient Evidence,606
1999-12,ALL,Insufficient Evidence,649
2000-01,ALL,Insufficient Evidence,648
2000-02,ALL,Insufficient Evidence,780
2000-03,ALL,Insufficient Evidence,1502
2000-04,ALL,Insufficient Evidence,737
2000-05,ALL,Insufficient Evidence,672
2000-06,ALL,Insufficient Evidence,736
2000-07,ALL,Insufficient Evidence,801
2000-08,ALL,Insufficient Evidence,828
2000-09,ALL,Insufficient Evidence,813
2000-10,ALL,Insufficient Evidence,1013
2000-11,ALL,Insufficient Evidence,607
2000-12,ALL,Insufficient Evidence,639
2001-01,ALL,Insufficient Evidence,930
2001-02,ALL,Insufficient Evidence,739
2001-03,ALL,Insufficient Evidence,1197
2001-04,ALL,Insufficient Evidence,913
2001-05,ALL,Insufficient Evidence,675
2001-06,ALL,Insufficient Evidence,737
2001-07,ALL,Insufficient Evidence,734
2001-08,ALL,Insufficient Evidence,889
2001-09,ALL,Insufficient Evidence,719
2001-10,ALL,Insufficient Evidence,1061
2001-11,ALL,Insufficient Evidence,671
2001-12,ALL,Insufficient Evidence,535
2002-01,ALL,Insufficient Evidence,834
2002-02,ALL,Insufficient Evidence,771
2002-03,ALL,Insufficient Evidence,877
2002-04,ALL,Insufficient Evidence,704
2002-05,ALL,Insufficient Evidence,1014
2002-06,ALL,Insufficient Evidence,686
2002-07,ALL,Insufficient Evidence,1006
2002-08,ALL,Insufficient Evidence,720
2002-09,ALL,Insufficient Evidence,922
2002-10,ALL,Insufficient Evidence,880
2002-11,ALL,Insufficient Evidence,773
2002-12,ALL,Insufficient Evidence,592
2003-01,ALL,Insufficient Evidence,778
2003-02,ALL,Insufficient Evidence,762
2003-03,ALL,Insufficient Evidence,1028
2003-04,ALL,Insufficient Evidence,1184
2003-05,ALL,Insufficient Evidence,688
2003-06,ALL,Insufficient Evidence,779
2003-07,ALL,Insufficient Evidence,803
2003-08,ALL,Insufficient Evidence,845
2003-09,ALL,Insufficient Evidence,1105
2003-10,ALL,Insufficient Evidence,657
2003-11,ALL,Insufficient Evidence,490
2003-12,ALL,Insufficient Evidence,649
2004-01,ALL,Insufficient Evidence,705
2004-02,ALL,Insufficient Evidence,754
2004-03,ALL,Insufficient Evidence,1451
2004-04,ALL,Insufficient Evidence,782
2004-05,ALL,Insufficient Evidence,668
2004-06,ALL,Insufficient Evidence,705
2004-07,ALL,Insufficient Evidence,723
2004-08,ALL,Insufficient Evidence,925
2004-09,ALL,Insufficient Evidence,1407
2004-10,ALL,Insufficient Evidence,637
2004-11,ALL,Insufficient Evidence,571
2004-12,ALL,Insufficient Evidence,628
2005-01,ALL,Insufficient Evidence,871
2005-02,ALL,Insufficient Evidence,641
2005-03,ALL,Insufficient Evidence,1268
2005-04,ALL,Insufficient Evidence,711
2005-05,ALL,Insufficient Evidence,625
2005-06,ALL,Insufficient Evidence,781
2005-07,ALL,Insufficient Evidence,611
2005-08,ALL,Insufficient Evidence,841
2005-09,ALL,Insufficient Evidence,1273
2005-10,ALL,Insufficient Evidence,820
2005-11,ALL,Insufficient Evidence,701
2005-12,ALL,Insufficient Evidence,693
2006-01,ALL,Insufficient Evidence,861
2006-02,ALL,Insufficient Evidence,689
2006-03,ALL,Insufficient Evidence,1283
2006-04,ALL,Insufficient Evidence,746
2006-05,ALL,Insufficient Evidence,713
2006-06,ALL,Insufficient Evidence,809
2006-07,ALL,Insufficient Evidence,672
2006-08,ALL,Insufficient Evidence,802
2006-09,ALL,Insufficient Evidence,1290
2006-10,ALL,Insufficient Evidence,828
2006-11,ALL,Insufficient Evidence,530
2006-12,ALL,Insufficient Evidence,606
2007-01,ALL,Insufficient Evidence,719
2007-02,ALL,Insufficient Evidence,675
2007-03,ALL,Insufficient Evidence,1174
2007-04,ALL,Insufficient Evidence,902
2007-05,ALL,Insufficient Evidence,892
2007-06,ALL,Insufficient Evidence,813
2007-07,ALL,Insufficient Evidence,760
2007-08,ALL,Insufficient Evidence,727
2007-09,ALL,Insufficient Evidence,1169
2007-10,ALL,Insufficient Evidence,818
2007-11,ALL,Insufficient Evidence,503
2007-12,ALL,Insufficient Evidence,476
2008-01,ALL,Insufficient Evidence,863
2008-02,ALL,Insufficient Evidence,811
2008-03,ALL,Insufficient Evidence,1245
2008-04,ALL,Insufficient Evidence,886
2008-05,ALL,Insufficient Evidence,638
2008-06,ALL,Insufficient Evidence,681
2008-07,ALL,Insufficient Evidence,757
2008-08,ALL,Insufficient Evidence,688
2008-09,ALL,Insufficient Evidence,1352
2008-10,ALL,Insufficient Evidence,848
2008-11,ALL,Insufficient Evidence,540
2008-12,ALL,Insufficient Evidence,595
2009-01,ALL,Insufficient Evidence,758
2009-02,ALL,Insufficient Evidence,777
2009-03,ALL,Insufficient Evidence,1357
2009-04,ALL,Insufficient Evidence,915
2009-05,ALL,Insufficient Evidence,694
2009-06,ALL,Insufficient Evidence,793
2009-07,ALL,Insufficient Evidence,825
2009-08,ALL,Insufficient Evidence,762
2009-09,ALL,Insufficient Evidence,1544
2009-10,ALL,Insufficient Evidence,649
2009-11,ALL,Insufficient Evidence,495
2009-12,ALL,Insufficient Evidence,726
2010-01,ALL,Insufficient Evidence,710
2010-02,ALL,Insufficient Evidence,721
2010-03,ALL,Insufficient Evidence,1800
2010-04,ALL,Insufficient Evidence,882
2010-05,ALL,Insufficient Evidence,746
2010-06,ALL,Insufficient Evidence,849
2010-07,ALL,Insufficient Evidence,829
2010-08,ALL,Insufficient Evidence,880
2010-09,ALL,Insufficient Evidence,1333
2010-10,ALL,Insufficient Evidence,620
2010-11,ALL,Insufficient Evidence,565
2010-12,ALL,Insufficient Evidence,628
2011-01,ALL,Insufficient Evidence,858
2011-02,ALL,Insufficient Evidence,810
2011-03,ALL,Insufficient Evidence,1602
2011-04,ALL,Insufficient Evidence,793
2011-05,ALL,Insufficient Evidence,830
2011-06,ALL,Insufficient Evidence,689
2011-07,ALL,Insufficient Evidence,642
2011-08,ALL,Insufficient Evidence,934
2011-09,ALL,Insufficient Evidence,1311
2011-10,ALL,Insufficient Evidence,854
2011-11,ALL,Insufficient Evidence,579
2011-12,ALL,Insufficient Evidence,569
2012-01,ALL,Insufficient Evidence,817
2012-02,ALL,Insufficient Evidence,781
2012-03,ALL,Insufficient Evidence,1708
2012-04,ALL,Insufficient Evidence,773
2012-05,ALL,Insufficient Evidence,695
2012-06,ALL,Insufficient Evidence,633
2012-07,ALL,Insufficient Evidence,695
2012-08,ALL,Insufficient Evidence,789
2012-09,ALL,Insufficient Evidence,1182
2012-10,ALL,Insufficient Evidence,864
2012-11,ALL,Insufficient Evidence,603
2012-12,ALL,Insufficient Evidence,591
2013-01,ALL,Insufficient Evidence,684
2013-02,ALL,Insufficient Evidence,653
2013-03,ALL,Insufficient Evidence,1514
2013-04,ALL,Insufficient Evidence,1050
2013-05,ALL,Insufficient Evidence,693
2013-06,ALL,Insufficient Evidence,690
2013-07,ALL,Insufficient Evidence,778
2013-08,ALL,Insufficient Evidence,692
2013-09,ALL,Insufficient Evidence,1514
2013-10,ALL,Insufficient Evidence,546
2013-11,ALL,Insufficient Evidence,559
2013-12,ALL,Insufficient Evidence,669
2014-01,ALL,Insufficient Evidence,689
2014-02,ALL,Insufficient Evidence,737
2014-03,ALL,Insufficient Evidence,1913
2014-04,ALL,Insufficient Evidence,918
2014-05,ALL,Insufficient Evidence,911
2014-06,ALL,Insufficient Evidence,858
2014-07,ALL,Insufficient Evidence,964
2014-08,ALL,Insufficient Evidence,965
2014-09,ALL,Insufficient Evidence,1945
2014-10,ALL,Insufficient Evidence,955
2014-11,ALL,Insufficient Evidence,695
2014-12,ALL,Insufficient Evidence,756
2015-01,ALL,Insufficient Evidence,1012
2015-02,ALL,Insufficient Evidence,862
2015-03,ALL,Insufficient Evidence,1317
2015-04,ALL,Insufficient Evidence,1653
2015-05,ALL,Insufficient Evidence,665
2015-06,ALL,Insufficient Evidence,923
2015-07,ALL,Insufficient Evidence,839
2015-08,ALL,Insufficient Evidence,766
2015-09,ALL,Insufficient Evidence,1045
2015-10,ALL,Insufficient Evidence,1491
2015-11,ALL,Insufficient Evidence,699
2015-12,ALL,Insufficient Evidence,620
2016-01,ALL,Insufficient Evidence,699
2016-02,ALL,Insufficient Evidence,893
2016-03,ALL,Insufficient Evidence,2021
2016-04,ALL,Insufficient Evidence,751
2016-05,ALL,Insufficient Evidence,674
2016-06,ALL,Insufficient Evidence,758
2016-07,ALL,Insufficient Evidence,680
2016-08,ALL,Insufficient Evidence,947
2016-09,ALL,Insufficient Evidence,1444
2016-10,ALL,Insufficient Evidence,739
2016-11,ALL,Insufficient Evidence,618
2016-12,ALL,Insufficient Evidence,852
2017-01,ALL,Insufficient Evidence,775
2017-02,ALL,Insufficient Evidence,873
2017-03,ALL,Insufficient Evidence,1713
2017-04,ALL,Insufficient Evidence,878
2017-05,ALL,Insufficient Evidence,746
2017-06,ALL,Insufficient Evidence,929
2017-07,ALL,Insufficient Evidence,776
2017-08,ALL,Insufficient Evidence,1104
2017-09,ALL,Insufficient Evidence,1438
2017-10,ALL,Insufficient Evidence,810
2017-11,ALL,Insufficient Evidence,625
2017-12,ALL,Insufficient Evidence,500
2018-01,ALL,Insufficient Evidence,884
2018-02,ALL,Insufficient Evidence,1000
2018-03,ALL,Insufficient Evidence,2127
2018-04,ALL,Insufficient Evidence,811
2018-05,ALL,Insufficient Evidence,817
2018-06,ALL,Insufficient Evidence,864
2018-07,ALL,Insufficient Evidence,923
2018-08,ALL,Insufficient Evidence,1082
2018-09,ALL,Insufficient Evidence,2038
2018-10,ALL,Insufficient Evidence,978
2018-11,ALL,Insufficient Evidence,710
2018-12,ALL,Insufficient Evidence,623
2019-01,ALL,Insufficient Evidence,645
2019-02,ALL,Insufficient Evidence,1379
2019-03,ALL,Insufficient Evidence,1793
2019-04,ALL,Insufficient Evidence,1225
2019-05,ALL,Insufficient Evidence,827
2019-06,ALL,Insufficient Evidence,790
2019-07,ALL,Insufficient Evidence,996
2019-08,ALL,Insufficient Evidence,1014
2019-09,ALL,Insufficient Evidence,3522
